ID,CustomerAgeinmonths,Churn1Yes0No,CHIScoreMonth0,CHIScore01,SupportCasesMonth0,SupportCases01,SPMonth0,SP01,Logins01,BlogArticles01,Views01,DaysSinceLastLogin01
2866,24.0,0.0,198.0,31.0,3.0,3.0,3.0,3.0,80.0,2.0,177.0,0.0
2867,25.0,0.0,121.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,31.0
2868,25.0,0.0,188.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,159.0,1.0
2869,24.0,1.0,140.0,7.0,0.0,1.0,0.0,3.0,29.0,2.0,0.0,0.0
2870,10.0,0.0,125.0,38.0,1.0,1.0,3.0,3.0,27.0,2.0,319.0,2.0
2871,15.0,0.0,162.0,16.0,0.0,0.0,0.0,0.0,19.0,14.0,527.0,1.0
2872,24.0,0.0,98.0,26.0,0.0,1.0,0.0,3.0,23.0,1.0,317.0,5.0
2873,24.0,0.0,119.0,16.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,1.0
2874,24.0,0.0,110.0,0.0,1.0,0.0,3.0,0.0,88.0,0.0,112.0,2.0
2875,18.0,0.0,160.0,20.0,1.0,1.0,2.0,2.0,21.0,0.0,339.0,0.0
2876,25.0,0.0,182.0,7.0,1.0,1.0,3.0,3.0,56.0,1.0,467.0,0.0
2877,25.0,0.0,61.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,31.0
2878,25.0,0.0,131.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,3617.0,0.0
2879,24.0,0.0,157.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,941.0,5.0
2880,24.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1044.0,0.0
2881,16.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,3.0
2882,25.0,0.0,85.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,131.0,0.0
2883,8.0,0.0,193.0,5.0,1.0,3.0,3.0,0.0,37.0,2.0,14.0,0.0
2884,25.0,0.0,143.0,16.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,6.0
2885,24.0,0.0,97.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,57.0,2.0
2886,24.0,0.0,166.0,50.0,5.0,3.0,3.0,0.0,26.0,2.0,30.0,4.0
2887,25.0,0.0,56.0,17.0,0.0,0.0,0.0,0.0,10.0,0.0,163.0,5.0
2888,23.0,0.0,148.0,49.0,4.0,4.0,3.0,3.0,91.0,0.0,74.0,1.0
2889,25.0,0.0,179.0,31.0,0.0,0.0,0.0,0.0,31.0,5.0,651.0,23.0
2890,25.0,0.0,146.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,1250.0,5.0
2891,23.0,0.0,51.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,14.0
2892,24.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0
2893,25.0,0.0,177.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,213.0,0.0
2894,16.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0
2895,24.0,0.0,157.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,209.0,1.0
2896,25.0,0.0,183.0,5.0,0.0,0.0,0.0,0.0,85.0,4.0,315.0,0.0
2897,23.0,0.0,66.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,23.0
2898,24.0,0.0,130.0,33.0,2.0,2.0,3.0,3.0,35.0,2.0,39.0,0.0
2899,25.0,0.0,197.0,71.0,0.0,0.0,0.0,0.0,23.0,3.0,66.0,25.0
2900,24.0,0.0,125.0,46.0,1.0,0.0,3.0,0.0,23.0,1.0,17.0,0.0
2901,25.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,31.0
2902,24.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0
2903,25.0,0.0,72.0,93.0,0.0,2.0,0.0,3.0,16.0,2.0,35.0,5.0
2904,23.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0
2905,25.0,0.0,123.0,34.0,0.0,0.0,0.0,0.0,20.0,1.0,39.0,14.0
2906,23.0,0.0,95.0,75.0,1.0,1.0,3.0,0.0,12.0,1.0,14.0,1.0
2907,21.0,0.0,78.0,37.0,0.0,0.0,0.0,0.0,14.0,1.0,31.0,8.0
2908,24.0,0.0,85.0,65.0,0.0,1.0,0.0,3.0,10.0,2.0,56.0,0.0
2909,11.0,0.0,133.0,35.0,0.0,0.0,0.0,0.0,17.0,1.0,29.0,5.0
2910,21.0,0.0,173.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,21.0,13.0
2911,25.0,0.0,151.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,230.0,1.0
2912,14.0,0.0,166.0,28.0,1.0,1.0,3.0,3.0,12.0,4.0,3.0,0.0
2913,24.0,0.0,58.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,5797.0,11.0
2914,25.0,0.0,137.0,8.0,1.0,1.0,3.0,3.0,27.0,0.0,3445.0,0.0
2915,24.0,0.0,87.0,43.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,24.0
2916,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0
2917,24.0,0.0,130.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,311.0,0.0
2918,21.0,0.0,34.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,10.0
2919,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0
2920,22.0,0.0,115.0,7.0,0.0,1.0,0.0,3.0,6.0,2.0,34.0,0.0
2921,14.0,0.0,113.0,19.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,3.0
2922,24.0,1.0,13.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,22.0
2923,24.0,0.0,118.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,406.0,4.0
2924,25.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0
2925,24.0,0.0,120.0,16.0,0.0,1.0,0.0,3.0,21.0,0.0,4.0,2.0
2926,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,31.0
2927,23.0,0.0,220.0,11.0,1.0,1.0,3.0,3.0,54.0,2.0,357.0,0.0
2928,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2929,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,48.0,4.0
2930,24.0,0.0,94.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,237.0,27.0
2931,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,24.0,0.0,107.0,58.0,0.0,0.0,0.0,0.0,8.0,2.0,31.0,1.0
2933,24.0,0.0,119.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,90.0,14.0
2934,24.0,0.0,93.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,3235.0,0.0
2935,12.0,0.0,25.0,10.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
2936,24.0,0.0,153.0,62.0,1.0,1.0,3.0,3.0,44.0,1.0,110.0,17.0
2937,24.0,0.0,84.0,16.0,1.0,1.0,3.0,3.0,8.0,0.0,16.0,4.0
2938,24.0,0.0,107.0,65.0,0.0,1.0,0.0,3.0,41.0,3.0,140.0,0.0
2939,23.0,0.0,90.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,31.0
2940,24.0,0.0,139.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0
2941,24.0,1.0,81.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,297.0,13.0
2942,23.0,0.0,43.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,45.0
2943,23.0,0.0,193.0,5.0,0.0,0.0,0.0,0.0,31.0,4.0,147.0,1.0
2944,24.0,0.0,49.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127.0
2945,24.0,0.0,123.0,10.0,1.0,1.0,2.0,2.0,1.0,0.0,225.0,3.0
2946,23.0,0.0,143.0,35.0,2.0,1.0,3.0,0.0,29.0,2.0,209.0,1.0
2947,24.0,0.0,77.0,47.0,0.0,0.0,0.0,0.0,6.0,1.0,51.0,93.0
2948,23.0,0.0,96.0,83.0,1.0,1.0,3.0,3.0,44.0,4.0,10.0,31.0
2949,24.0,0.0,63.0,14.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,8.0
2950,24.0,0.0,116.0,19.0,1.0,1.0,3.0,3.0,6.0,0.0,191.0,0.0
2951,24.0,1.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,31.0
2952,24.0,0.0,113.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,511.0,10.0
2953,23.0,0.0,109.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,347.0,9.0
2954,24.0,0.0,225.0,0.0,1.0,1.0,3.0,3.0,98.0,1.0,111.0,0.0
2955,24.0,0.0,196.0,12.0,0.0,0.0,0.0,0.0,22.0,1.0,1404.0,0.0
2956,11.0,0.0,105.0,25.0,0.0,1.0,0.0,3.0,7.0,0.0,52.0,0.0
2957,24.0,0.0,244.0,30.0,1.0,1.0,3.0,3.0,74.0,3.0,52.0,0.0
2958,23.0,0.0,70.0,21.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,31.0
2959,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,31.0
2960,17.0,0.0,109.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,0.0
2961,23.0,0.0,91.0,1.0,1.0,1.0,3.0,3.0,14.0,0.0,40.0,2.0
2962,23.0,0.0,57.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,20.0
2963,23.0,0.0,48.0,35.0,0.0,0.0,0.0,0.0,8.0,0.0,400.0,9.0
2964,22.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,4.0
2965,23.0,0.0,173.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,1077.0,1.0
2966,24.0,0.0,110.0,68.0,0.0,0.0,0.0,0.0,62.0,0.0,20.0,31.0
2967,24.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0
2968,24.0,0.0,174.0,2.0,0.0,1.0,0.0,3.0,49.0,2.0,25.0,0.0
2969,24.0,0.0,88.0,9.0,0.0,0.0,0.0,0.0,45.0,0.0,14.0,0.0
2970,23.0,0.0,109.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,109.0,2.0
2971,14.0,0.0,196.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,494.0,0.0
2972,23.0,0.0,115.0,15.0,0.0,1.0,0.0,3.0,0.0,1.0,13.0,14.0
2973,12.0,0.0,84.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,765.0,4.0
2974,23.0,0.0,179.0,20.0,3.0,3.0,3.0,3.0,69.0,0.0,184.0,1.0
2975,24.0,0.0,66.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,32.0
2976,24.0,0.0,105.0,29.0,0.0,0.0,0.0,0.0,50.0,0.0,34.0,0.0
2977,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,31.0
2978,24.0,0.0,117.0,7.0,1.0,0.0,3.0,0.0,9.0,0.0,16.0,3.0
2979,23.0,0.0,201.0,36.0,1.0,1.0,4.0,4.0,39.0,3.0,176.0,0.0
2980,24.0,1.0,131.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,178.0,1.0
2981,21.0,0.0,154.0,4.0,0.0,1.0,0.0,3.0,52.0,0.0,18.0,0.0
2982,14.0,0.0,87.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,602.0,20.0
2983,24.0,0.0,208.0,4.0,0.0,1.0,0.0,3.0,15.0,1.0,1096.0,8.0
2984,21.0,0.0,104.0,29.0,2.0,1.0,3.0,0.0,9.0,2.0,18.0,1.0
2985,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2986,23.0,0.0,74.0,22.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,31.0
2987,24.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0
2988,23.0,0.0,155.0,41.0,0.0,2.0,0.0,3.0,33.0,2.0,17.0,0.0
2989,23.0,0.0,197.0,9.0,2.0,1.0,3.0,0.0,14.0,2.0,260.0,0.0
2990,23.0,0.0,154.0,9.0,0.0,0.0,0.0,0.0,37.0,3.0,220.0,18.0
2991,23.0,0.0,178.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,81.0,1.0
2992,24.0,0.0,23.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,57.0
2993,23.0,0.0,169.0,37.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,4.0
2994,24.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,30.0
2995,24.0,0.0,59.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,177.0,31.0
2996,24.0,0.0,115.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,11.0,4.0
2997,19.0,0.0,206.0,1.0,6.0,2.0,2.8,0.2,5.0,4.0,349.0,0.0
2998,24.0,0.0,121.0,31.0,0.0,1.0,0.0,3.0,8.0,1.0,470.0,3.0
2999,24.0,0.0,90.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,23.0
3000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,23.0,0.0,194.0,39.0,0.0,0.0,0.0,0.0,63.0,2.0,331.0,0.0
3002,24.0,0.0,85.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,136.0,6.0
3003,24.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,10.0
3004,23.0,0.0,88.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,72.0,0.0
3005,24.0,1.0,112.0,16.0,1.0,1.0,3.0,3.0,11.0,0.0,143.0,0.0
3006,20.0,0.0,53.0,34.0,0.0,0.0,0.0,0.0,12.0,0.0,51.0,31.0
3007,24.0,0.0,94.0,38.0,0.0,0.0,0.0,0.0,10.0,0.0,388.0,11.0
3008,24.0,0.0,109.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,155.0,2.0
3009,22.0,0.0,131.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,908.0,0.0
3010,24.0,0.0,197.0,2.0,7.0,3.0,3.1,0.1,36.0,0.0,205.0,1.0
3011,24.0,0.0,71.0,61.0,0.0,0.0,0.0,0.0,14.0,2.0,926.0,0.0
3012,24.0,0.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0
3013,23.0,0.0,73.0,36.0,0.0,0.0,0.0,0.0,8.0,1.0,205.0,1.0
3014,24.0,1.0,71.0,1.0,1.0,1.0,3.0,3.0,10.0,1.0,0.0,7.0
3015,24.0,0.0,148.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,2.0
3016,8.0,0.0,133.0,3.0,0.0,2.0,0.0,3.0,68.0,3.0,57.0,1.0
3017,21.0,0.0,124.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,85.0,0.0
3018,24.0,0.0,189.0,34.0,0.0,0.0,0.0,0.0,26.0,2.0,2050.0,9.0
3019,22.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,141.0,17.0
3020,23.0,0.0,173.0,5.0,5.0,1.0,3.0,0.0,96.0,0.0,589.0,0.0
3021,11.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,148.0,11.0
3022,24.0,0.0,220.0,26.0,0.0,0.0,0.0,0.0,100.0,10.0,82.0,1.0
3023,22.0,0.0,178.0,9.0,2.0,2.0,3.0,3.0,36.0,2.0,886.0,1.0
3024,19.0,0.0,103.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,57.0,4.0
3025,24.0,0.0,58.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,31.0
3026,24.0,0.0,113.0,25.0,4.0,4.0,3.0,3.0,62.0,1.0,79.0,4.0
3027,23.0,0.0,56.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,121.0
3028,18.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0
3029,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0
3030,24.0,0.0,142.0,36.0,0.0,0.0,0.0,0.0,19.0,1.0,83.0,13.0
3031,24.0,0.0,132.0,38.0,0.0,0.0,0.0,0.0,33.0,3.0,71.0,3.0
3032,23.0,0.0,145.0,26.0,0.0,1.0,0.0,3.0,44.0,0.0,79.0,1.0
3033,23.0,0.0,215.0,6.0,0.0,1.0,0.0,3.0,52.0,5.0,61.0,1.0
3034,10.0,0.0,246.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0
3035,22.0,0.0,136.0,1.0,2.0,2.0,3.0,3.0,35.0,0.0,22.0,0.0
3036,6.0,0.0,179.0,10.0,5.0,14.0,3.0,0.0,29.0,0.0,614.0,0.0
3037,24.0,0.0,136.0,14.0,0.0,0.0,0.0,0.0,20.0,2.0,211.0,2.0
3038,22.0,0.0,82.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,309.0,78.0
3039,23.0,0.0,136.0,36.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0
3040,22.0,0.0,71.0,35.0,1.0,1.0,3.0,3.0,4.0,0.0,2.0,31.0
3041,23.0,0.0,96.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,131.0,4.0
3042,24.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
3043,23.0,0.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,31.0
3044,23.0,0.0,42.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,31.0
3045,23.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,16.0,0.0,25.0,31.0
3046,22.0,0.0,133.0,6.0,2.0,1.0,3.0,0.0,51.0,0.0,5.0,0.0
3047,23.0,0.0,112.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,449.0,30.0
3048,22.0,0.0,260.0,17.0,5.0,4.0,2.8,0.1,113.0,1.0,4991.0,0.0
3049,23.0,0.0,211.0,14.0,0.0,1.0,0.0,3.0,80.0,1.0,133.0,0.0
3050,22.0,1.0,34.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,31.0
3051,5.0,0.0,25.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,14.0
3052,21.0,0.0,246.0,1.0,0.0,1.0,0.0,3.0,22.0,0.0,1042.0,1.0
3053,23.0,0.0,86.0,48.0,0.0,0.0,0.0,0.0,14.0,2.0,191.0,0.0
3054,23.0,0.0,116.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,71.0,0.0
3055,23.0,0.0,159.0,27.0,0.0,0.0,0.0,0.0,34.0,3.0,13.0,1.0
3056,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
3057,6.0,0.0,79.0,33.0,1.0,3.0,3.0,0.3,29.0,0.0,41.0,1.0
3058,22.0,0.0,115.0,1.0,1.0,5.0,3.0,0.0,29.0,1.0,4.0,0.0
3059,23.0,0.0,146.0,24.0,1.0,0.0,3.0,0.0,13.0,0.0,444.0,0.0
3060,23.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,124.0,0.0
3061,22.0,0.0,160.0,0.0,1.0,2.0,3.0,0.0,35.0,0.0,1007.0,1.0
3062,20.0,0.0,172.0,11.0,0.0,2.0,0.0,3.0,9.0,1.0,109.0,0.0
3063,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0
3064,18.0,1.0,63.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1056.0,45.0
3065,23.0,0.0,165.0,15.0,0.0,0.0,0.0,0.0,28.0,2.0,270.0,5.0
3066,23.0,0.0,73.0,34.0,0.0,0.0,0.0,0.0,10.0,0.0,201.0,31.0
3067,19.0,0.0,101.0,1.0,0.0,2.0,0.0,3.0,5.0,0.0,5.0,2.0
3068,23.0,0.0,113.0,0.0,0.0,3.0,0.0,3.0,32.0,0.0,0.0,0.0
3069,19.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0
3070,23.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
3071,23.0,0.0,190.0,15.0,6.0,5.0,3.0,0.0,90.0,118.0,1345.0,0.0
3072,23.0,0.0,200.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,921.0,0.0
3073,23.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,31.0
3074,23.0,0.0,72.0,52.0,0.0,0.0,0.0,0.0,46.0,0.0,3045.0,0.0
3075,22.0,0.0,175.0,13.0,1.0,0.0,3.0,0.0,38.0,4.0,493.0,1.0
3076,22.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0
3077,22.0,0.0,183.0,1.0,7.0,5.0,3.0,0.0,32.0,5.0,119.0,1.0
3078,21.0,0.0,119.0,16.0,0.0,0.0,0.0,0.0,5.0,3.0,91.0,4.0
3079,23.0,0.0,123.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0
3080,3.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0
3081,23.0,0.0,148.0,37.0,0.0,0.0,0.0,0.0,84.0,7.0,142.0,10.0
3082,21.0,0.0,81.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,31.0
3083,23.0,0.0,105.0,11.0,0.0,1.0,0.0,3.0,18.0,1.0,459.0,3.0
3084,23.0,0.0,130.0,15.0,0.0,0.0,0.0,0.0,26.0,1.0,27.0,0.0
3085,20.0,0.0,175.0,7.0,0.0,0.0,0.0,0.0,10.0,4.0,54.0,0.0
3086,21.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0
3087,3.0,0.0,125.0,125.0,3.0,3.0,2.7,2.7,172.0,0.0,0.0,0.0
3088,23.0,0.0,5.0,24.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,114.0
3089,23.0,0.0,179.0,26.0,0.0,0.0,0.0,0.0,16.0,2.0,282.0,0.0
3090,22.0,0.0,193.0,1.0,1.0,1.0,3.0,3.0,18.0,5.0,322.0,1.0
3091,23.0,0.0,67.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,11.0
3092,23.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
3093,20.0,0.0,202.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,419.0,3.0
3094,23.0,0.0,113.0,10.0,2.0,2.0,3.0,3.0,16.0,0.0,57.0,31.0
3095,23.0,0.0,132.0,2.0,0.0,1.0,0.0,3.0,19.0,5.0,11.0,0.0
3096,22.0,0.0,171.0,22.0,0.0,0.0,0.0,0.0,5.0,3.0,285.0,0.0
3097,23.0,0.0,104.0,7.0,1.0,1.0,3.0,3.0,3.0,0.0,27.0,1.0
3098,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3099,22.0,0.0,140.0,3.0,0.0,0.0,0.0,0.0,111.0,5.0,6.0,2.0
3100,19.0,0.0,188.0,11.0,0.0,3.0,0.0,3.0,69.0,2.0,194.0,0.0
3101,23.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,101.0,13.0
3102,23.0,0.0,166.0,9.0,0.0,0.0,0.0,0.0,29.0,0.0,650.0,0.0
3103,23.0,0.0,66.0,42.0,0.0,0.0,0.0,0.0,12.0,0.0,134.0,1.0
3104,23.0,0.0,117.0,44.0,0.0,1.0,0.0,3.0,8.0,2.0,44.0,0.0
3105,23.0,0.0,93.0,19.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,5.0
3106,23.0,0.0,97.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,231.0,0.0
3107,23.0,0.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0
3108,23.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,31.0
3109,23.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,170.0,1.0
3110,22.0,0.0,37.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,12.0,9.0
3111,23.0,0.0,134.0,10.0,0.0,2.0,0.0,3.0,1.0,0.0,94.0,2.0
3112,23.0,0.0,97.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,50.0,15.0
3113,22.0,0.0,161.0,26.0,1.0,1.0,3.0,3.0,42.0,7.0,96.0,2.0
3114,22.0,0.0,133.0,5.0,0.0,4.0,0.0,3.0,27.0,0.0,467.0,4.0
3115,23.0,0.0,200.0,0.0,1.0,2.0,2.0,1.0,20.0,1.0,15.0,0.0
3116,22.0,0.0,95.0,35.0,1.0,1.0,2.0,2.0,14.0,0.0,91.0,31.0
3117,21.0,1.0,38.0,35.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,31.0
3118,22.0,0.0,164.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,290.0,1.0
3119,23.0,0.0,180.0,11.0,0.0,0.0,0.0,0.0,22.0,8.0,235.0,0.0
3120,23.0,0.0,115.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,3.0
3121,23.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0
3122,22.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,202.0,6.0
3123,22.0,0.0,121.0,38.0,0.0,0.0,0.0,0.0,10.0,1.0,79.0,1.0
3124,23.0,0.0,19.0,71.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,3.0
3125,23.0,0.0,166.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,18.0,0.0
3126,12.0,0.0,166.0,16.0,3.0,1.0,2.7,0.2,32.0,1.0,1232.0,0.0
3127,7.0,0.0,185.0,15.0,2.0,4.0,2.5,0.3,111.0,1.0,241.0,2.0
3128,12.0,0.0,75.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,470.0,4.0
3129,12.0,0.0,142.0,28.0,0.0,0.0,0.0,0.0,5.0,2.0,313.0,0.0
3130,12.0,0.0,42.0,42.0,1.0,1.0,3.0,3.0,29.0,0.0,23.0,36.0
3131,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,11.0,0.0,150.0,11.0,0.0,0.0,0.0,0.0,5.0,1.0,227.0,9.0
3133,10.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,81.0,42.0
3134,12.0,1.0,156.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,1.0
3135,12.0,1.0,93.0,37.0,0.0,2.0,0.0,3.0,27.0,5.0,3388.0,5.0
3136,9.0,0.0,122.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,513.0,0.0
3137,12.0,0.0,157.0,4.0,0.0,0.0,0.0,0.0,16.0,3.0,15.0,0.0
